2025-04-03 15:29:59,648 INFO     Start Init the PLC: PLC-01
2025-04-03 15:29:59,649 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-04-03 15:29:59,650 INFO     Realworld emulator online, state: ready
2025-04-03 15:29:59,650 INFO     Login the realworld successfully
2025-04-03 15:29:59,650 INFO     ModbusTCP service thread run() start.
2025-04-03 15:29:59,650 INFO     Finished init the PLC: PLC-01
2025-04-03 15:29:59,651 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:29:59,864 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:29:59,864 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2025-04-03 15:30:00,676 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:00,883 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:01,699 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:01,906 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:02,720 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:02,923 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:03,736 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:03,943 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:04,759 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:04,967 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:05,780 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:05,988 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:06,803 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:07,010 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:07,824 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:08,031 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:08,847 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:09,054 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:09,870 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:10,077 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:10,891 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:11,099 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:30:11,915 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:30:12,123 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
