2025-12-13 17:17:27,818 INFO     DataManager: Connected to PLC 127.0.0.1
2025-12-13 17:17:27,852 INFO     ScadaHMI dataMgr inited
2025-12-13 17:17:30,107 INFO     DataManager: get PLC information
2025-12-13 17:17:32,599 INFO     DataManager: get PLC information
2025-12-13 17:17:35,094 INFO     DataManager: get PLC information
2025-12-13 17:17:37,095 INFO     DataManager: get PLC information
2025-12-13 17:17:39,600 INFO     DataManager: get PLC information
2025-12-13 17:17:39,805 INFO     DataManager: set PLC coil:('PLC-00', 19, False)
2025-12-13 17:17:42,105 INFO     DataManager: get PLC information
2025-12-13 17:17:44,106 INFO     DataManager: get PLC information
2025-12-13 17:17:44,955 INFO     DataManager: set PLC coil:('PLC-00', 19, True)
2025-12-13 17:17:46,606 INFO     DataManager: get PLC information
2025-12-13 17:17:48,606 INFO     DataManager: get PLC information
2025-12-13 17:17:50,608 INFO     DataManager: get PLC information
2025-12-13 17:17:53,096 INFO     DataManager: get PLC information
2025-12-13 17:17:55,597 INFO     DataManager: get PLC information
2025-12-13 17:17:58,099 INFO     DataManager: get PLC information
2025-12-13 17:18:00,594 INFO     DataManager: get PLC information
2025-12-13 17:18:02,432 INFO     DataManager: set PLC coil:('PLC-00', 16, False)
2025-12-13 17:18:02,604 INFO     DataManager: get PLC information
2025-12-13 17:18:05,094 INFO     DataManager: get PLC information
2025-12-13 17:18:07,096 INFO     DataManager: get PLC information
2025-12-13 17:18:09,102 INFO     DataManager: get PLC information
2025-12-13 17:18:11,106 INFO     DataManager: get PLC information
2025-12-13 17:18:13,608 INFO     DataManager: get PLC information
2025-12-13 17:18:16,099 INFO     DataManager: get PLC information
2025-12-13 17:18:17,202 INFO     DataManager: Stopped all PLC clients
