2025-03-30 14:59:21,254 INFO     Start Init the PLC: PLC-01
2025-03-30 14:59:21,255 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-03-30 14:59:21,256 INFO     Realworld emulator online, state: ready
2025-03-30 14:59:21,256 INFO     Login the realworld successfully
2025-03-30 14:59:21,256 INFO     ModbusTCP service thread run() start.
2025-03-30 14:59:21,256 INFO     Finished init the PLC: PLC-01
2025-03-30 14:59:21,257 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:21,471 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:21,473 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2025-03-30 14:59:22,283 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:22,487 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:23,302 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:23,514 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:24,323 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:24,525 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:25,341 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:25,555 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:26,378 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:26,580 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:27,400 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-30 14:59:27,616 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-30 14:59:28,428 WARNING  The reply type doesnt match.('powerPlc', 'switches')
