2025-04-04 18:02:34,371 INFO     Start Init the PLC: PLC-01
2025-04-04 18:02:34,372 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-04-04 18:02:34,373 INFO     Realworld emulator online, state: ready
2025-04-04 18:02:34,373 INFO     Login the realworld successfully
2025-04-04 18:02:34,373 INFO     ModbusTCP service thread run() start.
2025-04-04 18:02:34,373 INFO     Finished init the PLC: PLC-01
2025-04-04 18:02:34,374 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:34,583 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:34,585 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2025-04-04 18:02:35,401 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:35,618 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:36,439 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:36,656 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:37,464 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:37,671 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:38,491 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:38,694 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:39,502 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:39,708 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:40,529 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:40,735 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:41,547 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:41,752 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:42,574 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:42,779 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:43,600 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:43,804 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:44,614 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:44,820 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:45,642 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:45,847 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:46,668 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:46,884 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:47,689 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:47,895 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:48,713 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:48,915 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:49,735 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:49,941 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:50,753 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:50,954 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:51,771 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:51,974 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:52,784 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:52,988 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:53,805 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:54,012 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:54,825 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:55,026 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:55,843 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:56,046 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:56,863 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:57,070 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:57,980 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:58,189 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:02:59,007 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:02:59,212 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:03:00,032 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:03:00,238 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:03:01,047 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:03:01,252 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:03:02,124 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:03:02,328 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-04 18:03:03,148 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-04 18:03:03,363 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
