2025-03-28 17:12:06,853 INFO     Start Init the PLC: PLC-01
2025-03-28 17:12:06,854 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-03-28 17:12:06,855 INFO     Realworld emulator online, state: ready
2025-03-28 17:12:06,855 INFO     Login the realworld successfully
2025-03-28 17:12:06,855 INFO     ModbusTCP service thread run() start.
2025-03-28 17:12:06,855 INFO     Finished init the PLC: PLC-01
2025-03-28 17:12:06,856 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:07,070 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:07,073 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2025-03-28 17:12:07,898 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:08,099 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:08,917 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:09,134 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:09,967 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:10,182 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:11,007 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:11,224 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:12,042 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:12,244 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:13,058 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:13,261 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:14,077 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:14,281 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:15,105 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:15,322 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:16,135 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:16,336 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:17,152 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:17,357 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:18,171 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:18,396 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:19,229 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:19,433 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:20,245 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:20,449 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:21,267 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:21,471 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:22,278 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:22,481 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:23,301 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:23,502 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:24,314 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:24,520 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:25,336 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:25,553 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:26,361 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 17:12:26,576 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 17:12:27,399 WARNING  The reply type doesnt match.('powerPlc', 'switches')
