2025-03-28 14:54:10,435 INFO     Start Init the PLC: PLC-01
2025-03-28 14:54:10,436 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-03-28 14:54:10,437 INFO     Realworld emulator online, state: ready
2025-03-28 14:54:10,437 INFO     Login the realworld successfully
2025-03-28 14:54:10,438 INFO     ModbusTCP service thread run() start.
2025-03-28 14:54:10,438 INFO     Finished init the PLC: PLC-01
2025-03-28 14:54:10,438 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:10,640 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:10,642 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2025-03-28 14:54:11,454 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:11,655 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:12,468 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:12,670 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:13,488 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:13,705 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:14,515 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:14,718 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:15,525 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:15,729 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:16,547 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:16,761 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:17,577 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:17,779 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:18,594 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:18,796 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:19,614 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:19,815 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:20,639 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:20,840 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:21,659 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:21,862 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:22,668 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:22,884 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:23,698 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:23,903 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:24,719 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:24,936 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:25,753 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:25,956 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:26,775 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:26,988 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:27,803 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:28,005 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:28,825 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:29,028 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:29,859 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:30,072 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:30,887 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:31,101 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:31,930 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:32,144 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:32,959 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:33,173 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:33,999 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:34,215 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:35,026 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:35,231 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:36,058 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:36,262 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:37,078 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:37,294 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:38,101 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:38,304 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:39,118 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:39,321 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:40,138 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:40,355 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:41,175 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:41,377 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:42,199 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:42,400 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:43,217 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:43,432 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:44,244 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:44,456 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:45,272 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:45,477 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:46,309 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:46,512 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:47,325 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:47,538 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:48,365 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:48,579 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:49,390 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:49,605 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:50,415 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-28 14:54:50,621 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-03-28 14:54:51,435 WARNING  The reply type doesnt match.('powerPlc', 'switches')
