2025-03-31 20:55:59,481 INFO     Start Init the PLC: PLC-01
2025-03-31 20:55:59,483 INFO     Try to connnect to the realword [('127.0.0.1', 3001)]...
2025-03-31 20:55:59,484 INFO     Realworld emulator online, state: ready
2025-03-31 20:55:59,484 INFO     Login the realworld successfully
2025-03-31 20:55:59,485 INFO     ModbusTCP service thread run() start.
2025-03-31 20:55:59,485 INFO     Finished init the PLC: PLC-01
2025-03-31 20:55:59,486 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:55:59,695 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:55:59,697 INFO     Finished calculate all coils: [1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:00,517 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:00,732 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:01,544 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:01,759 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:02,570 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:02,784 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:03,615 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:03,826 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:04,634 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:04,849 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:05,668 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:05,882 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:06,703 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:06,917 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:07,739 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:07,942 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:08,753 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:08,966 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:09,777 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:09,992 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:10,814 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:11,014 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:11,835 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-03-31 20:56:12,043 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, 0, 0, True, 0, 0, True, 0, 0, 0, 1, 0, 1, 0, 1, 1]
2025-03-31 20:56:12,859 WARNING  The reply type doesnt match.('powerPlc', 'switches')
